ACFT_SERIES,ICAO,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE,ENGINE_ID
B737 7GC,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7GE,B737,CFM56-7B27E,2,B737,B737W24,J,01P11CM121
B737 7GJ,B737,CFM56-7B27E,2,B737,B737W24,J,01P11CM121
B737 7GL,B737,CFM56-7B20,2,B737,B737W24,J,3CM030
B737 7GV,B737,CFM56-7B27,2,B737,B737W24,J,3CM034
B737 7H3,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7H6,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7HB,B737,CFM56-7B24,2,B737,B737W24,J,3CM032
B737 7HB QC,B737,CFM56-7B24,2,B737,B737W24,J,3CM032
B737 7HD,B737,CFM56-7B27,2,B737,B737W24,J,3CM034
B737 7HE,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7HF,B737,CFM56-7B27,2,B737,B737W24,J,3CM034
B737 7HI,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7HJC,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7HZ,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7JB,B737,CFM56-7B27,2,B737,B737W24,J,3CM034
B737 7JF,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7JR,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7JU,B737,CFM56-7B27E,2,B737,B737W24,J,01P11CM121
B737 7JV,B737,CFM56-7B27E,2,B737,B737W24,J,01P11CM121
B737 7JW,B737,CFM56-7B27E,2,B737,B737W24,J,01P11CM121
B737 7JY,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7JZ,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7K2,B737,CFM56-7B24,2,B737,B737W24,J,3CM032
B737 7K2 SF,B737,CFM56-7B24,2,B737,B737W24,J,3CM032
B737 7K5,B737,CFM56-7B22,2,B737,B737W24,J,3CM031
B737 7K9,B737,CFM56-7B22,2,B737,B737W24,J,3CM031
B737 7KK,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7L9,B737,CFM56-7B22,2,B737,B737W24,J,3CM031
B737 7M2,B737,CFM56-7B24,2,B737,B737W24,J,3CM032
B737 7N6,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7P3,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7Q8,B737,CFM56-7B22,2,B737,B737W24,J,3CM031
B737 7U8,B737,CFM56-7B22,2,B737,B737W24,J,3CM031
B737 7V3,B737,CFM56-7B22,2,B737,B737W24,J,3CM031
B737 7X2,B737,CFM56-7B24,2,B737,B737W24,J,3CM032
B737 7Z5,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
B737 7Z9,B737,CFM56-7B22,2,B737,B737W24,J,3CM031
B737 7ZH,B737,CFM56-7B27,2,B737,B737W24,J,3CM034
B737 7ZX,B737,CFM56-7BE,2,B737,B737W24,J,01P11CM121
B737 8,B38M,LEAP-1B,2,B38M,,J,01P20CM136
B737 8 200,B38M,LEAP-1B,2,B38M,,J,01P20CM136
B737 800A P 8 POSEIDON MRA MK1,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 800A P 8A,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 800WL,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 804,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 804 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 804 SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 808,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 808 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 808 BDSF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 809,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 81B,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 81D,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 81M,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 81P,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 81Q,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 81Q BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 81Z,B738,CFM56-7BE,2,B738,B738W26,J,01P11CM121
B737 823,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 824,B738,CFM56-7B26,2,B738,B737W24,J,8CM051
B737 82K,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 82R,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 82R BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 82Z,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 832,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 832 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 83N,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 83N BCF,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 83N SF,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 846,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 84P,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 84P BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 84P SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 84R,B738,CFM56-7B24E,2,B738,B738W26,J,01P11CM114
B737 84Y,B738,CFM56-7BE,2,B738,B738W26,J,01P11CM121
B737 852,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 858,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 85F,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 85F SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 85H,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 85H BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 85P,B738,CFM56-7B24E,2,B738,B738W26,J,01P11CM114
B737 85P BCF,B738,CFM56-7B27/B1,2,B738,B738W26,J,01P11CM122
B737 85P SF,B738,CFM56-7B27/B1,2,B738,B738W26,J,01P11CM122
B737 85R,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 85R BCF,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 85R SF,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 860,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 866,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 866 SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 86D,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 86J,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 86J BCF,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 86J SF,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 86J WL BDSF,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 86N,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 86N BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 86N BDSF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 86N SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 86Q,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 86Q SF,B738,CFM56-7B27/B1,2,B738,B738W26,J,01P11CM122
B737 86R,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 883,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 883 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 883 BDSF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 883 SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 890,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 89L,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 89L SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 89M,B738,CFM56-7B26,2,B738,B737W24,J,8CM051
B737 89P,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8AJ,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8AL,B738,CFM56-7B24E,2,B738,B738W26,J,01P11CM114
B737 8AL BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8AN,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8AS,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8AS BCF,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8AS SF,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8AW,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8B5 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8B6,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8BG,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 8BK,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8BK BCF,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8BK SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8C9,B738,CFM56-7BE,2,B738,B738W26,J,01P11CM121
B737 8CT,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 8CX,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8CX SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8D6,B738,CFM56-7B20,2,B738,B738W26,J,3CM030
B737 8D6 BCF,B738,CFM56-7B20,2,B738,B738W26,J,3CM030
B737 8DC,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8DP,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8DR,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8DV,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8DY,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8E0,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8E9,B738,CFM56-7BE,2,B738,B738W26,J,01P11CM121
B737 8EC,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8EF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8EH,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 8EH BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8EQ,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8EV,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8EX,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8F2,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8F2 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8FB,B738,CFM56-7BE,2,B738,B738W26,J,01P11CM121
B737 8FE,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8FE BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8FE BDSF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8FE SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8FH,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8FH BDSF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8FN,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8FV ERX P 8A,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8FV P 8A,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 8FV P 8I,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8FZ,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8GG,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 8GJ,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8GK,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8GP,B738,CFM56-7B24E,2,B738,B738W26,J,01P11CM114
B737 8GQ,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8GS,B738,CFM56-7BE,2,B738,B738W26,J,01P11CM121
B737 8GU,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 8H4,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 8H6,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8HC,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8HG,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8HO,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8HX,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8HX SF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8JE,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8JM,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8JP,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8K2,B738,CFM56-7B24,2,B738,B738W26,J,3CM032
B737 8K2 SF,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 8K5,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8K5 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8KB,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8KN,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 8KT,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8KV,B738,CFM56-7B24E,2,B738,B738W26,J,01P11CM114
B737 8LD,B738,CFM56-7BE,2,B738,B738W26,J,01P11CM121
B737 8LH,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8LJ,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8LP,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 8LX,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 8LZ,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 8MA,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8MC,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8MG,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8Q8,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8Q8 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8Q8 SF,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 8S3,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8SA,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 8SH,B738,CFM56-7BE,2,B738,B738W26,J,01P11CM121
B737 8U3,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8V3,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8V3 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8Z0,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8Z0 BDSF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8Z6,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 8Z9,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8Z9 BCF,B738,CFM56-7B26,2,B738,B738W26,J,8CM051
B737 8ZE,B738,CFM56-7B27E,2,B738,B738W26,J,01P11CM121
B737 8ZM,B738,CFM56-7BE,2,B738,B738W26,J,01P11CM121
B737 8ZQ,B738,CFM56-7B27,2,B738,B738W26,J,3CM034
B737 8ZS,B738,CFM56-7B,2,B738,B738W26,J,3CM030
B737 9,B39M,LEAP-1B,2,B39M,,J,01P20CM140
B737 900WL,B739,CFM56-7B26E,2,B739,B739ERW26,J,01P11CM116
B737 91M ER,B738,CFM56-7B26E,2,B738,B738W26,J,01P11CM116
B737 93Y ER,B739,CFM56-7BE,2,B739,B739ERW26,J,01P11CM121
B737 94X ER,B739,CFM56-7B26,2,B739,B739ERW26,J,8CM051
B737 958 ER,B739,CFM56-7B27E,2,B739,B739ERW26,J,01P11CM121
B737 95R,B739,CFM56-7B24,2,B739,B739ERW26,J,3CM032
B737 96N ER,B739,CFM56-7B26,2,B739,B739ERW26,J,8CM051
B737 97L,B739,CFM56-7B26,2,B739,B739ERW26,J,8CM051
B737 97Y ER,B739,CFM56-7B27E,2,B739,B739ERW26,J,01P11CM121
B737 990,B739,CFM56-7B24,2,B739,B739ERW26,J,3CM032
B737 9B5,B739,CFM56-7B26,2,B739,B739ERW26,J,8CM051
B737 9BQ ER,B739,UNKNOWN,2,B739,B739ERW26,J,01P11CM121
B737 9F2 ER,B739,CFM56-7B27E,2,B739,B739ERW26,J,01P11CM121
B737 9FG ER,B739,UNKNOWN,2,B739,B739ERW26,J,01P11CM121
B737 9GJ ER,B739,CFM56-7B26,2,B739,B739ERW26,J,8CM051
B737 9GP ER,B739,CFM56-7B26,2,B739,B739ERW26,J,8CM051
B737 9HW ER,B739,UNKNOWN,2,B739,B739ERW26,J,01P11CM121
B737 9JA ER,B739,UNKNOWN,2,B739,B739ERW26,J,01P11CM121
B737 9K2,B739,CFM56-7B26,2,B739,B739ERW26,J,8CM051
B737 9KV ER,B739,CFM56-7BE,2,B739,B739ERW26,J,01P11CM121
B737 9LB ER,B739,UNKNOWN,2,B739,B739ERW26,J,01P11CM121
B737 T43A,B732,JT8D-9A/Q,2,B732,B73215,J,1PW006
B747 121 F SCD,B741,JT9D-7A,4,B742,,J,8PW087
B747 122 F SCD,B741,JT9D-7A,4,B742,,J,8PW087
B747 123 F SCD,B741,JT8D-7A,4,B742,,J,8PW085
B747 132 F SCD,B741,JT9D-7AD,4,B742,,J,8PW087
B747 146,B741,JT9D-7A,4,B742,,J,8PW087
B747 146 F SCD,B741,JT9D-7A,4,B742,,J,8PW087
B747 168B,B741,RB211-524C2,4,B742,,J,1RR006
B747 186B,B741,JT9D-7F,4,B742,,J,1PW022
B747 206B F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 206B SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 206B SCD SUD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 206B SUD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 209B F,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 209B F SCD,B742,JT9D-7R4G2,4,B742,B742RR,J,1PW029
B747 212B,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 212B F,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 212B F SCD,B742,JT9D-7J,4,B742,B742RR,J,1PW024
B747 217B,B742,JT9D-7A,4,B742,B742RR,J,8PW087
B747 219B,B742,RB211-524D4,4,B742,B742RR,J,1RR007
B747 21AC SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 221F,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 222B F,B742,JT9D-7R4G2,4,B742,B742RR,J,1PW029
B747 228B F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 228B SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 228F,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 228F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 230B,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 230B F,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 230B F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 230B SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 230F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 236B,B742,RB211-524D4,4,B742,B742RR,J,1RR007
B747 236B F,B742,RB211-524D4,4,B742,B742RR,J,1RR007
B747 236B F SCD,B742,RB211-524D4,4,B742,B742RR,J,1RR007
B747 237B,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 237B F,B742,JT9D-7J,4,B742,B742RR,J,1PW024
B747 238B,B742,JT9D-7J,4,B742,B742RR,J,1PW024
B747 240B SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 243B,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 243B F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 243B SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 243F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 245 F SCD,B742,JT9D-70A,4,B742,B742RR,J,1PW034
B747 245F,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 246B,B742,JT9D-7R4G2,4,B742,B742RR,J,1PW029
B747 246B F SCD,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 246F,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 249B F SCD,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 251B,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 251B F,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 251B SF,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 251F SCD,B742,JT9D-7R4G2,4,B742,B742RR,J,1PW029
B747 256B,B742,JT9D-7Q3,4,B742,B742RR,J,1PW025
B747 258B F SCD,B742,JT9D-7F,4,B742,B742RR,J,1PW022
B747 258C SCD,B742,JT9D-7J,4,B742,B742RR,J,1PW024
B747 259B SCD,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 267B,B742,RB211-524D4,4,B742,B742RR,J,1RR007
B747 267B F SCD,B742,RB211-524D4,4,B742,B742RR,J,1RR007
B747 268F SCD,B742,RB211-524D4,4,B742,B742RR,J,1RR007
B747 269B SCD,B742,JT9D-7J,4,B742,B742RR,J,1PW024
B747 269F SCD,B742,JT9D-7J,4,B742,B742RR,J,1PW024
B747 271C SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 273C,B742,JT9D-7F,4,B742,B742RR,J,1PW022
B747 281B,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 281B F,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 281F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 282B,B742,JT9D-7A,4,B742,B742RR,J,8PW087
B747 283B F SCD,B742,JT9D-70A,4,B742,B742RR,J,1PW034
B747 286B SCD,B742,JT9D-7F,4,B742,B742RR,J,1PW022
B747 287B,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 2B3B F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 2B3B SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 2B4B F SCD,B742,JT9D-7FW,4,B742,B742RR,J,1PW022
B747 2B4B SCD,B742,JT9D-7FW,4,B742,B742RR,J,1PW022
B747 2B5B F SCD,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 2B5F SCD,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 2D3B F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 2D7B F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 2F6B F,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 2J6B F SCD,B742,JT9D-7R4G2,4,B742,B742RR,J,1PW029
B747 2J6B SCD,B742,JT9D-7R4G2,4,B742,B742RR,J,1PW029
B747 2J6F SCD,B742,JT9D-7R4G2,4,B742,B742RR,J,1PW029
B747 2J9F,B742,JT9D-7F,4,B742,B742RR,J,1PW022
B747 2L5B F SCD,B742,CF6-50E2,4,B742,B742RR,J,3GE077
B747 2R7F,B742,JT9D-70A,4,B742,B742RR,J,1PW034
B747 2S4F SCD,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 2U3B,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 2U3B F,B742,JT9D-7Q,4,B742,B742RR,J,1PW025
B747 306 SCD,B743,CF6-50E2,4,B743,B743PW,J,3GE077
B747 312,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 312 SCD,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 312SF,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 329 SCD,B743,CF6-50E2,4,B743,B743PW,J,3GE077
B747 337 SCD,B743,CF6-80C2B,4,B743,B743PW,J,2GE041
B747 338,B743,RB211-524D4,4,B743,B743PW,J,1RR007
B747 341,B743,CF6-50C2B,4,B743,B743PW,J,3GE078
B747 341 SCD,B743,CF6-50E2,4,B743,B743PW,J,3GE077
B747 344,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 346,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 357,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 357 SCD,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 367,B743,RB211-524D4,4,B743,B743PW,J,1RR007
B747 368,B743,RB211-524D4,4,B743,B743PW,J,1RR007
B747 3B3,B743,CF6-50E2,4,B743,B743PW,J,3GE077
B747 3B3 SCD,B743,CF6-50E2,4,B743,B743PW,J,3GE077
B747 3B5,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 3B5 SCD,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 3D7,B743,CF6-80C2B1,4,B743,B743PW,J,2GE041
B747 3G1,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 3H6 SCD,B743,JT9D-7R4G2,4,B743,B743PW,J,1PW029
B747 406,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 406 SCD,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 406ERF,B744,CF6-80C2B5F,4,B744,B744ERGE,J,01P03GE187
B747 409,B744,PW4056,4,B744,B744GE,J,1PW042
B747 409 BDSF,B744,PW4056,4,B744,B744GE,J,1PW042
B747 409 LCF,BLCF,PW4056,4,A346,,J,1PW042
B747 409F,B744,PW4056,4,B744,B744GE,J,1PW042
B747 40BERF,B744,CF6-80C2B5F,4,B744,B744ERGE,J,01P03GE187
B747 412,B744,PW4056,4,B744,B744GE,J,1PW042
B747 412 BCF,B744,PW4056,4,B744,B744GE,J,1PW042
B747 412 BDSF,B744,PW4056,4,B744,B744GE,J,1PW042
B747 412F,B744,PW4056,4,B744,B744GE,J,1PW042
B747 419,B744,RB211-524G,4,B744,B744GE,J,1RR010
B747 419 BDSF,B744,RB211-524G,4,B744,B744GE,J,1RR010
B747 41BF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 41R,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 422,B744,PW4056,4,B744,B744GE,J,1PW042
B747 428,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 428 BCF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 428 ER,B744,CF6-80C2B5F,4,B744,B744ERGE,J,01P03GE187
B747 428 SCD,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 428 SCD BCF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 428ERF,B744,CF6-80C2B1F,4,B744,B744ERGE,J,01P02GE186
B747 428F SCD,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 430,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 430 SCD,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 433 BDSF,B744,PW4056,4,B744,B744GE,J,1PW042
